name,src,party,name_bn,seat_no,symbol,alliance,seat,district,division
Md. Amjad Hossain,md_amjad_hossain_meherpur_2.jpg,BNP,মোঃ আমজাদ হোসেন,74,ধানের শীষ,BNP,Meherpur-2,Meherpur,Khulna
Md. Abdul Baki,md_abdul_baki_meherpur_2.jpg,JaPa,মোহাম্মদ আব্দুল বাকি,74,লাঙ্গল,JaPa,Meherpur-2,Meherpur,Khulna
Md. Nazmul Huda,md_nazmul_huda_meherpur_2.jpg,Jamaat,মোঃ নাজমুল হুদা,74,দাঁড়িপাল্লা,Jamaat-NCP,Meherpur-2,Meherpur,Khulna
Nasir Uddin Ahmed,nasir_uddin_ahmed_moulvibazar_1.jpg,BNP,নাসির উদ্দিন আহমেদ,235,ধানের শীষ,BNP,Moulvibazar-1,Moulvibazar,Sylhet
Md. Abdun Noor,md_abdun_noor_moulvibazar_1.jpg,GOP (Nuru),মোঃ আব্দুন নুর,235,ট্রাক,,Moulvibazar-1,Moulvibazar,Sylhet
Md. Shariful Islam,md_shariful_islam_moulvibazar_1.jpg,Gano Front,মোঃ শরিফুল ইসলাম,235,মাছ,,Moulvibazar-1,Moulvibazar,Sylhet
Belal Ahmed,belal_ahmed_moulvibazar_1.jpg,Independent,বেলাল আহমদ,235,কাপ-পিরিচ,,Moulvibazar-1,Moulvibazar,Sylhet
,,Islami Andolan Bangladesh,মাওলানা আব্দুল কুদ্দুস,235,হাতপাখা,IAB,Moulvibazar-1,Moulvibazar,Sylhet
Ahmed Riaz Uddin,ahmed_riaz_uddin_moulvibazar_1.jpg,JaPa,আহমেদ রিয়াজ উদ্দিন,235,লাঙ্গল,JaPa,Moulvibazar-1,Moulvibazar,Sylhet
Mohammad Aminul Islam,mohammad_aminul_islam_moulvibazar_1.jpg,Jamaat,মোহাম্মদ আমিনুল ইসলাম,235,দাঁড়িপাল্লা,Jamaat-NCP,Moulvibazar-1,Moulvibazar,Sylhet
